chart_order,week,position,song,artist,combo_str
18936,2012-09-01,11,Home,Phillip Phillips,Phillip PhillipsHome
18937,2012-09-01,12,Somebody That I Used To Know,Gotye,GotyeSomebody That I Used To Know
18938,2012-09-01,14,Good Time,Owl City,Owl CityGood Time
18939,2012-09-01,17,We Are Young,Fun.,Fun.We Are Young
18940,2012-09-01,19,Too Close,Alex Clare,Alex ClareToo Close
18941,2012-09-01,20,Want U Back,Cher Lloyd,Cher LloydWant U Back
18942,2012-09-01,24,Cashin' Out,Ca$h Out,Ca$h OutCashin' Out
18943,2012-09-01,26,I Will Wait,Mumford,MumfordI Will Wait
18944,2012-09-01,27,What Makes You Beautiful,One Direction,One DirectionWhat Makes You Beautiful
18945,2012-09-01,28,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
18946,2012-09-01,29,We Run The Night,Havana Brown,Havana BrownWe Run The Night
18947,2012-09-01,31,No Lie,2 Chainz,2 ChainzNo Lie
18948,2012-09-01,32,Give Your Heart A Break,Demi Lovato,Demi LovatoGive Your Heart A Break
18949,2012-09-01,33,Both Of Us,B.O.B,B.O.BBoth Of Us
18950,2012-09-01,34,Ho Hey,Lumineers,LumineersHo Hey
18951,2012-09-01,35,Wanted,Hunter Hayes,Hunter HayesWanted
18952,2012-09-01,37,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
18953,2012-09-01,38,Even If It Breaks Your Heart,Eli Young Band,Eli Young BandEven If It Breaks Your Heart
18954,2012-09-01,40,Glad You Came,Wanted,WantedGlad You Came
18955,2012-09-08,2,Whistle,Flo Rida,Flo RidaWhistle
18956,2012-09-08,3,Lights,Ellie Goulding,Ellie GouldingLights
18957,2012-09-08,4,One More Night,Maroon 5,Maroon 5One More Night
18958,2012-09-08,5,Some Nights,Fun.,Fun.Some Nights
18959,2012-09-08,6,Call Me Maybe,Carly Rae Jepsen,Carly Rae JepsenCall Me Maybe
18960,2012-09-08,8,Good Time,Owl City,Owl CityGood Time
18961,2012-09-08,11,Payphone,Maroon 5,Maroon 5Payphone
18962,2012-09-08,12,Somebody That I Used To Know,Gotye,GotyeSomebody That I Used To Know
18963,2012-09-08,14,Titanium,David Guetta,David GuettaTitanium
18964,2012-09-08,15,We Are Young,Fun.,Fun.We Are Young
18965,2012-09-08,17,Home,Phillip Phillips,Phillip PhillipsHome
18966,2012-09-08,18,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
18967,2012-09-08,19,Too Close,Alex Clare,Alex ClareToo Close
18968,2012-09-08,23,Want U Back,Cher Lloyd,Cher LloydWant U Back
18969,2012-09-08,25,No Lie,2 Chainz,2 ChainzNo Lie
18970,2012-09-08,26,Cashin' Out,Ca$h Out,Ca$h OutCashin' Out
18971,2012-09-08,31,I Will Wait,Mumford,MumfordI Will Wait
18972,2012-09-08,32,Both Of Us,B.O.B,B.O.BBoth Of Us
18973,2012-09-08,33,Ho Hey,Lumineers,LumineersHo Hey
18974,2012-09-08,34,What Makes You Beautiful,One Direction,One DirectionWhat Makes You Beautiful
18975,2012-09-08,35,Give Your Heart A Break,Demi Lovato,Demi LovatoGive Your Heart A Break
18976,2012-09-08,37,We Run The Night,Havana Brown,Havana BrownWe Run The Night
18977,2012-09-08,38,Wanted,Hunter Hayes,Hunter HayesWanted
18978,2012-09-08,39,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
18979,2012-09-08,40,Glad You Came,Wanted,WantedGlad You Came
18980,2012-09-15,1,Whistle,Flo Rida,Flo RidaWhistle
18981,2012-09-15,3,One More Night,Maroon 5,Maroon 5One More Night
18982,2012-09-15,4,Lights,Ellie Goulding,Ellie GouldingLights
18983,2012-09-15,5,Some Nights,Fun.,Fun.Some Nights
18984,2012-09-15,6,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
18985,2012-09-15,8,Call Me Maybe,Carly Rae Jepsen,Carly Rae JepsenCall Me Maybe
18986,2012-09-15,11,Too Close,Alex Clare,Alex ClareToo Close
18987,2012-09-15,12,Titanium,David Guetta,David GuettaTitanium
18988,2012-09-15,13,Somebody That I Used To Know,Gotye,GotyeSomebody That I Used To Know
18989,2012-09-15,14,Good Time,Owl City,Owl CityGood Time
18990,2012-09-15,15,Want U Back,Cher Lloyd,Cher LloydWant U Back
18991,2012-09-15,16,Payphone,Maroon 5,Maroon 5Payphone
18992,2012-09-15,17,Home,Phillip Phillips,Phillip PhillipsHome
18993,2012-09-15,23,We Are Young,Fun.,Fun.We Are Young
18994,2012-09-15,24,Cashin' Out,Ca$h Out,Ca$h OutCashin' Out
18995,2012-09-15,26,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
18996,2012-09-15,28,Ho Hey,Lumineers,LumineersHo Hey
18997,2012-09-15,33,No Lie,2 Chainz,2 ChainzNo Lie
18998,2012-09-15,34,I Will Wait,Mumford,MumfordI Will Wait
18999,2012-09-15,35,We Run The Night,Havana Brown,Havana BrownWe Run The Night
19000,2012-09-15,36,She's So Mean,Matchbox Twenty,Matchbox TwentyShe's So Mean
19001,2012-09-15,37,Both Of Us,B.O.B,B.O.BBoth Of Us
19002,2012-09-15,38,Wanted,Hunter Hayes,Hunter HayesWanted
19003,2012-09-15,39,Give Your Heart A Break,Demi Lovato,Demi LovatoGive Your Heart A Break
19004,2012-09-15,40,What Makes You Beautiful,One Direction,One DirectionWhat Makes You Beautiful
19005,2012-09-22,2,One More Night,Maroon 5,Maroon 5One More Night
19006,2012-09-22,3,Whistle,Flo Rida,Flo RidaWhistle
19007,2012-09-22,4,Some Nights,Fun.,Fun.Some Nights
19008,2012-09-22,5,Lights,Ellie Goulding,Ellie GouldingLights
19009,2012-09-22,7,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
19010,2012-09-22,8,Too Close,Alex Clare,Alex ClareToo Close
19011,2012-09-22,10,Good Time,Owl City,Owl CityGood Time
19012,2012-09-22,12,Call Me Maybe,Carly Rae Jepsen,Carly Rae JepsenCall Me Maybe
19013,2012-09-22,14,Somebody That I Used To Know,Gotye,GotyeSomebody That I Used To Know
19014,2012-09-22,16,Titanium,David Guetta,David GuettaTitanium
19015,2012-09-22,18,Home,Phillip Phillips,Phillip PhillipsHome
19016,2012-09-22,19,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
19017,2012-09-22,21,Payphone,Maroon 5,Maroon 5Payphone
19018,2012-09-22,23,Cashin' Out,Ca$h Out,Ca$h OutCashin' Out
19019,2012-09-22,24,Want U Back,Cher Lloyd,Cher LloydWant U Back
19020,2012-09-22,27,We Are Young,Fun.,Fun.We Are Young
19021,2012-09-22,30,Ho Hey,Lumineers,LumineersHo Hey
19022,2012-09-22,31,What Makes You Beautiful,One Direction,One DirectionWhat Makes You Beautiful
19023,2012-09-22,32,Both Of Us,B.O.B,B.O.BBoth Of Us
19024,2012-09-22,33,Girl On Fire,Alicia Keys,Alicia KeysGirl On Fire
19025,2012-09-22,34,Thinkin Bout You,Frank Ocean,Frank OceanThinkin Bout You
19026,2012-09-22,35,I Will Wait,Mumford,MumfordI Will Wait
19027,2012-09-22,36,Adorn,Miguel,MiguelAdorn
19028,2012-09-22,37,Wanted,Hunter Hayes,Hunter HayesWanted
19029,2012-09-22,38,Give Your Heart A Break,Demi Lovato,Demi LovatoGive Your Heart A Break
19030,2012-09-29,1,One More Night,Maroon 5,Maroon 5One More Night
19031,2012-09-29,3,Some Nights,Fun.,Fun.Some Nights
19032,2012-09-29,4,Whistle,Flo Rida,Flo RidaWhistle
19033,2012-09-29,7,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
19034,2012-09-29,8,Lights,Ellie Goulding,Ellie GouldingLights
19035,2012-09-29,9,Gangnam Style,PSY,PSYGangnam Style
19036,2012-09-29,11,Too Close,Alex Clare,Alex ClareToo Close
19037,2012-09-29,12,Good Time,Owl City,Owl CityGood Time
19038,2012-09-29,13,Titanium,David Guetta,David GuettaTitanium
19039,2012-09-29,15,Call Me Maybe,Carly Rae Jepsen,Carly Rae JepsenCall Me Maybe
19040,2012-09-29,18,Somebody That I Used To Know,Gotye,GotyeSomebody That I Used To Know
19041,2012-09-29,20,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
19042,2012-09-29,21,Home,Phillip Phillips,Phillip PhillipsHome
19043,2012-09-29,23,Ho Hey,Lumineers,LumineersHo Hey
19044,2012-09-29,24,Cashin' Out,Ca$h Out,Ca$h OutCashin' Out
19045,2012-09-29,26,Payphone,Maroon 5,Maroon 5Payphone
19046,2012-09-29,29,We Are Young,Fun.,Fun.We Are Young
19047,2012-09-29,31,Adorn,Miguel,MiguelAdorn
19048,2012-09-29,32,Girl On Fire,Alicia Keys,Alicia KeysGirl On Fire
19049,2012-09-29,34,I Will Wait,Mumford,MumfordI Will Wait
19050,2012-09-29,36,What Makes You Beautiful,One Direction,One DirectionWhat Makes You Beautiful
19051,2012-09-29,38,Both Of Us,B.O.B,B.O.BBoth Of Us
19052,2012-09-29,39,Wanted,Hunter Hayes,Hunter HayesWanted
19053,2012-09-29,40,Thinkin Bout You,Frank Ocean,Frank OceanThinkin Bout You
19054,2012-10-06,1,One More Night,Maroon 5,Maroon 5One More Night
19055,2012-10-06,2,Gangnam Style,PSY,PSYGangnam Style
19056,2012-10-06,3,Some Nights,Fun.,Fun.Some Nights
19057,2012-10-06,6,Whistle,Flo Rida,Flo RidaWhistle
19058,2012-10-06,8,Good Time,Owl City,Owl CityGood Time
19059,2012-10-06,9,Lights,Ellie Goulding,Ellie GouldingLights
19060,2012-10-06,10,Too Close,Alex Clare,Alex ClareToo Close
19061,2012-10-06,11,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
19062,2012-10-06,13,Call Me Maybe,Carly Rae Jepsen,Carly Rae JepsenCall Me Maybe
19063,2012-10-06,14,Wanted,Hunter Hayes,Hunter HayesWanted
19064,2012-10-06,16,Titanium,David Guetta,David GuettaTitanium
19065,2012-10-06,18,Somebody That I Used To Know,Gotye,GotyeSomebody That I Used To Know
19066,2012-10-06,19,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
19067,2012-10-06,25,Ho Hey,Lumineers,LumineersHo Hey
19068,2012-10-06,26,Home,Phillip Phillips,Phillip PhillipsHome
19069,2012-10-06,28,Cashin' Out,Ca$h Out,Ca$h OutCashin' Out
19070,2012-10-06,29,Adorn,Miguel,MiguelAdorn
19071,2012-10-06,31,I Will Wait,Mumford,MumfordI Will Wait
19072,2012-10-06,33,We Are Young,Fun.,Fun.We Are Young
19073,2012-10-06,34,Cowboys And Angels,Dustin Lynch,Dustin LynchCowboys And Angels
19074,2012-10-06,35,Hard To Love,Lee Brice,Lee BriceHard To Love
19075,2012-10-06,37,Thinkin Bout You,Frank Ocean,Frank OceanThinkin Bout You
19076,2012-10-13,1,One More Night,Maroon 5,Maroon 5One More Night
19077,2012-10-13,2,Gangnam Style,PSY,PSYGangnam Style
19078,2012-10-13,3,Some Nights,Fun.,Fun.Some Nights
19079,2012-10-13,7,Whistle,Flo Rida,Flo RidaWhistle
19080,2012-10-13,8,Good Time,Owl City,Owl CityGood Time
19081,2012-10-13,10,Too Close,Alex Clare,Alex ClareToo Close
19082,2012-10-13,12,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
19083,2012-10-13,13,Lights,Ellie Goulding,Ellie GouldingLights
19084,2012-10-13,14,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
19085,2012-10-13,16,Titanium,David Guetta,David GuettaTitanium
19086,2012-10-13,17,Call Me Maybe,Carly Rae Jepsen,Carly Rae JepsenCall Me Maybe
19087,2012-10-13,18,Ho Hey,Lumineers,LumineersHo Hey
19088,2012-10-13,22,I Will Wait,Mumford,MumfordI Will Wait
19089,2012-10-13,23,Wanted,Hunter Hayes,Hunter HayesWanted
19090,2012-10-13,28,Adorn,Miguel,MiguelAdorn
19091,2012-10-13,32,Somebody That I Used To Know,Gotye,GotyeSomebody That I Used To Know
19092,2012-10-13,33,Thinkin Bout You,Frank Ocean,Frank OceanThinkin Bout You
19093,2012-10-13,34,Girl On Fire,Alicia Keys,Alicia KeysGirl On Fire
19094,2012-10-13,35,Home,Phillip Phillips,Phillip PhillipsHome
19095,2012-10-13,40,Cowboys And Angels,Dustin Lynch,Dustin LynchCowboys And Angels
19096,2012-10-20,1,One More Night,Maroon 5,Maroon 5One More Night
19097,2012-10-20,2,Gangnam Style,PSY,PSYGangnam Style
19098,2012-10-20,4,Some Nights,Fun.,Fun.Some Nights
19099,2012-10-20,7,Skyfall,Adele,AdeleSkyfall
19100,2012-10-20,8,Too Close,Alex Clare,Alex ClareToo Close
19101,2012-10-20,11,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
19102,2012-10-20,12,Whistle,Flo Rida,Flo RidaWhistle
19103,2012-10-20,13,Lights,Ellie Goulding,Ellie GouldingLights
19104,2012-10-20,17,Good Time,Owl City,Owl CityGood Time
19105,2012-10-20,20,I Will Wait,Mumford,MumfordI Will Wait
19106,2012-10-20,24,Wanted,Hunter Hayes,Hunter HayesWanted
19107,2012-10-20,26,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
19108,2012-10-20,27,Call Me Maybe,Carly Rae Jepsen,Carly Rae JepsenCall Me Maybe
19109,2012-10-20,28,Thinkin Bout You,Frank Ocean,Frank OceanThinkin Bout You
19110,2012-10-20,29,Ho Hey,Lumineers,LumineersHo Hey
19111,2012-10-20,30,Titanium,David Guetta,David GuettaTitanium
19112,2012-10-20,32,Locked Out Of Heaven,Bruno Mars,Bruno MarsLocked Out Of Heaven
19113,2012-10-20,33,Girl On Fire,Alicia Keys,Alicia KeysGirl On Fire
19114,2012-10-20,35,Somebody That I Used To Know,Gotye,GotyeSomebody That I Used To Know
19115,2012-10-20,39,Adorn,Miguel,MiguelAdorn
19116,2012-10-27,1,One More Night,Maroon 5,Maroon 5One More Night
19117,2012-10-27,2,Gangnam Style,PSY,PSYGangnam Style
19118,2012-10-27,4,Some Nights,Fun.,Fun.Some Nights
19119,2012-10-27,6,Too Close,Alex Clare,Alex ClareToo Close
19120,2012-10-27,10,Good Time,Owl City,Owl CityGood Time
19121,2012-10-27,12,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
19122,2012-10-27,14,Whistle,Flo Rida,Flo RidaWhistle
19123,2012-10-27,15,Skyfall,Adele,AdeleSkyfall
19124,2012-10-27,16,I Will Wait,Mumford,MumfordI Will Wait
19125,2012-10-27,20,Lights,Ellie Goulding,Ellie GouldingLights
19126,2012-10-27,21,Ho Hey,Lumineers,LumineersHo Hey
19127,2012-10-27,22,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
19128,2012-10-27,29,Call Me Maybe,Carly Rae Jepsen,Carly Rae JepsenCall Me Maybe
19129,2012-10-27,31,Girl On Fire,Alicia Keys,Alicia KeysGirl On Fire
19130,2012-10-27,32,Cruise,Florida Georgia Line,Florida Georgia LineCruise
19131,2012-10-27,35,Titanium,David Guetta,David GuettaTitanium
19132,2012-10-27,36,Thinkin Bout You,Frank Ocean,Frank OceanThinkin Bout You
19133,2012-10-27,37,Locked Out Of Heaven,Bruno Mars,Bruno MarsLocked Out Of Heaven
19134,2012-10-27,39,Wanted,Hunter Hayes,Hunter HayesWanted
19135,2012-11-03,1,One More Night,Maroon 5,Maroon 5One More Night
19136,2012-11-03,2,Gangnam Style,PSY,PSYGangnam Style
19137,2012-11-03,3,Some Nights,Fun.,Fun.Some Nights
19138,2012-11-03,6,Too Close,Alex Clare,Alex ClareToo Close
19139,2012-11-03,9,I Will Wait,Mumford,MumfordI Will Wait
19140,2012-11-03,10,Good Time,Owl City,Owl CityGood Time
19141,2012-11-03,13,Locked Out Of Heaven,Bruno Mars,Bruno MarsLocked Out Of Heaven
19142,2012-11-03,15,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
19143,2012-11-03,21,Whistle,Flo Rida,Flo RidaWhistle
19144,2012-11-03,22,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
19145,2012-11-03,24,Cruise,Florida Georgia Line,Florida Georgia LineCruise
19146,2012-11-03,26,Skyfall,Adele,AdeleSkyfall
19147,2012-11-03,28,Girl On Fire,Alicia Keys,Alicia KeysGirl On Fire
19148,2012-11-03,29,Lights,Ellie Goulding,Ellie GouldingLights
19149,2012-11-03,31,Ho Hey,Lumineers,LumineersHo Hey
19150,2012-11-03,34,Wanted,Hunter Hayes,Hunter HayesWanted
19151,2012-11-03,35,Thinkin Bout You,Frank Ocean,Frank OceanThinkin Bout You
19152,2012-11-03,36,Titanium,David Guetta,David GuettaTitanium
19153,2012-11-03,37,Hard To Love,Lee Brice,Lee BriceHard To Love
19154,2012-11-03,38,Call Me Maybe,Carly Rae Jepsen,Carly Rae JepsenCall Me Maybe
19155,2012-11-10,1,One More Night,Maroon 5,Maroon 5One More Night
19156,2012-11-10,2,Gangnam Style,PSY,PSYGangnam Style
19157,2012-11-10,3,Some Nights,Fun.,Fun.Some Nights
19158,2012-11-10,6,Locked Out Of Heaven,Bruno Mars,Bruno MarsLocked Out Of Heaven
19159,2012-11-10,8,Too Close,Alex Clare,Alex ClareToo Close
19160,2012-11-10,10,I Will Wait,Mumford,MumfordI Will Wait
19161,2012-11-10,15,Good Time,Owl City,Owl CityGood Time
19162,2012-11-10,16,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
19163,2012-11-10,18,Ho Hey,Lumineers,LumineersHo Hey
19164,2012-11-10,21,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
19165,2012-11-10,23,Lights,Ellie Goulding,Ellie GouldingLights
19166,2012-11-10,24,Girl On Fire,Alicia Keys,Alicia KeysGirl On Fire
19167,2012-11-10,28,Whistle,Flo Rida,Flo RidaWhistle
19168,2012-11-10,32,Skyfall,Adele,AdeleSkyfall
19169,2012-11-10,33,Thinkin Bout You,Frank Ocean,Frank OceanThinkin Bout You
19170,2012-11-10,36,Titanium,David Guetta,David GuettaTitanium
19171,2012-11-10,38,Kiss Tomorrow Goodbye,Luke Bryan,Luke BryanKiss Tomorrow Goodbye
19172,2012-11-10,39,Hard To Love,Lee Brice,Lee BriceHard To Love
19173,2012-11-17,1,One More Night,Maroon 5,Maroon 5One More Night
19174,2012-11-17,2,Gangnam Style,PSY,PSYGangnam Style
19175,2012-11-17,3,Some Nights,Fun.,Fun.Some Nights
19176,2012-11-17,7,Locked Out Of Heaven,Bruno Mars,Bruno MarsLocked Out Of Heaven
19177,2012-11-17,9,I Will Wait,Mumford,MumfordI Will Wait
19178,2012-11-17,14,Too Close,Alex Clare,Alex ClareToo Close
19179,2012-11-17,18,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
19180,2012-11-17,19,Ho Hey,Lumineers,LumineersHo Hey
19181,2012-11-17,20,Wanted,Hunter Hayes,Hunter HayesWanted
19182,2012-11-17,21,Good Time,Owl City,Owl CityGood Time
19183,2012-11-17,22,Girl On Fire,Alicia Keys,Alicia KeysGirl On Fire
19184,2012-11-17,23,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
19185,2012-11-17,26,Lights,Ellie Goulding,Ellie GouldingLights
19186,2012-11-17,32,Whistle,Flo Rida,Flo RidaWhistle
19187,2012-11-17,33,Titanium,David Guetta,David GuettaTitanium
19188,2012-11-17,34,Kiss Tomorrow Goodbye,Luke Bryan,Luke BryanKiss Tomorrow Goodbye
19189,2012-11-17,36,Thinkin Bout You,Frank Ocean,Frank OceanThinkin Bout You
19190,2012-11-17,38,Skyfall,Adele,AdeleSkyfall
19191,2012-11-17,39,Hard To Love,Lee Brice,Lee BriceHard To Love
19192,2012-11-24,1,One More Night,Maroon 5,Maroon 5One More Night
19193,2012-11-24,4,Some Nights,Fun.,Fun.Some Nights
19194,2012-11-24,5,Gangnam Style,PSY,PSYGangnam Style
19195,2012-11-24,7,Locked Out Of Heaven,Bruno Mars,Bruno MarsLocked Out Of Heaven
19196,2012-11-24,9,I Will Wait,Mumford,MumfordI Will Wait
19197,2012-11-24,12,Too Close,Alex Clare,Alex ClareToo Close
19198,2012-11-24,16,Ho Hey,Lumineers,LumineersHo Hey
19199,2012-11-24,18,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
19200,2012-11-24,19,Girl On Fire,Alicia Keys,Alicia KeysGirl On Fire
19201,2012-11-24,22,Wanted,Hunter Hayes,Hunter HayesWanted
19202,2012-11-24,23,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
19203,2012-11-24,25,Lights,Ellie Goulding,Ellie GouldingLights
19204,2012-11-24,26,Good Time,Owl City,Owl CityGood Time
19205,2012-11-24,30,Skyfall,Adele,AdeleSkyfall
19206,2012-11-24,31,Kiss Tomorrow Goodbye,Luke Bryan,Luke BryanKiss Tomorrow Goodbye
19207,2012-11-24,33,Thinkin Bout You,Frank Ocean,Frank OceanThinkin Bout You
19208,2012-11-24,35,Hard To Love,Lee Brice,Lee BriceHard To Love
19209,2012-11-24,36,Titanium,David Guetta,David GuettaTitanium
19210,2012-11-24,38,Whistle,Flo Rida,Flo RidaWhistle
19211,2012-12-01,2,One More Night,Maroon 5,Maroon 5One More Night
19212,2012-12-01,4,Locked Out Of Heaven,Bruno Mars,Bruno MarsLocked Out Of Heaven
19213,2012-12-01,5,Some Nights,Fun.,Fun.Some Nights
19214,2012-12-01,7,Ho Hey,Lumineers,LumineersHo Hey
19215,2012-12-01,8,I Will Wait,Mumford,MumfordI Will Wait
19216,2012-12-01,10,Gangnam Style,PSY,PSYGangnam Style
19217,2012-12-01,12,Too Close,Alex Clare,Alex ClareToo Close
19218,2012-12-01,17,Girl On Fire,Alicia Keys,Alicia KeysGirl On Fire
19219,2012-12-01,20,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
19220,2012-12-01,21,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
19221,2012-12-01,24,Wanted,Hunter Hayes,Hunter HayesWanted
19222,2012-12-01,25,Good Time,Owl City,Owl CityGood Time
19223,2012-12-01,27,Kiss Tomorrow Goodbye,Luke Bryan,Luke BryanKiss Tomorrow Goodbye
19224,2012-12-01,28,Lights,Ellie Goulding,Ellie GouldingLights
19225,2012-12-01,29,Skyfall,Adele,AdeleSkyfall
19226,2012-12-01,32,Thinkin Bout You,Frank Ocean,Frank OceanThinkin Bout You
19227,2012-12-01,37,Hard To Love,Lee Brice,Lee BriceHard To Love
19228,2012-12-08,3,One More Night,Maroon 5,Maroon 5One More Night
19229,2012-12-08,4,Locked Out Of Heaven,Bruno Mars,Bruno MarsLocked Out Of Heaven
19230,2012-12-08,5,Gangnam Style,PSY,PSYGangnam Style
19231,2012-12-08,6,Some Nights,Fun.,Fun.Some Nights
19232,2012-12-08,9,I Will Wait,Mumford,MumfordI Will Wait
19233,2012-12-08,10,Ho Hey,Lumineers,LumineersHo Hey
19234,2012-12-08,13,Too Close,Alex Clare,Alex ClareToo Close
19235,2012-12-08,14,Girl On Fire,Alicia Keys,Alicia KeysGirl On Fire
19236,2012-12-08,15,Try,P!nk,P!nkTry
19237,2012-12-08,19,Kiss Tomorrow Goodbye,Luke Bryan,Luke BryanKiss Tomorrow Goodbye
19238,2012-12-08,21,Over You,Cassadee Pope,Cassadee PopeOver You
19239,2012-12-08,22,Wanted,Hunter Hayes,Hunter HayesWanted
19240,2012-12-08,23,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
19241,2012-12-08,26,Lights,Ellie Goulding,Ellie GouldingLights
19242,2012-12-08,28,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
19243,2012-12-08,30,Thinkin Bout You,Frank Ocean,Frank OceanThinkin Bout You
19244,2012-12-08,32,Good Time,Owl City,Owl CityGood Time
19245,2012-12-08,33,Home,Phillip Phillips,Phillip PhillipsHome
19246,2012-12-08,36,Skyfall,Adele,AdeleSkyfall
19247,2012-12-15,2,Locked Out Of Heaven,Bruno Mars,Bruno MarsLocked Out Of Heaven
19248,2012-12-15,4,One More Night,Maroon 5,Maroon 5One More Night
19249,2012-12-15,5,Ho Hey,Lumineers,LumineersHo Hey
19250,2012-12-15,7,I Will Wait,Mumford,MumfordI Will Wait
19251,2012-12-15,8,Some Nights,Fun.,Fun.Some Nights
19252,2012-12-15,9,Gangnam Style,PSY,PSYGangnam Style
19253,2012-12-15,12,Girl On Fire,Alicia Keys,Alicia KeysGirl On Fire
19254,2012-12-15,13,Home,Phillip Phillips,Phillip PhillipsHome
19255,2012-12-15,17,Too Close,Alex Clare,Alex ClareToo Close
19256,2012-12-15,19,Try,P!nk,P!nkTry
19257,2012-12-15,23,Over You,Cassadee Pope,Cassadee PopeOver You
19258,2012-12-15,26,Lights,Ellie Goulding,Ellie GouldingLights
19259,2012-12-15,28,Everybody Talks,Neon Trees,Neon TreesEverybody Talks
19260,2012-12-15,32,Thinkin Bout You,Frank Ocean,Frank OceanThinkin Bout You
19261,2012-12-15,33,Blown Away,Carrie Underwood,Carrie UnderwoodBlown Away
